Eid|Sid|Order|Title|Created at|Description|Course
818|11|10|Hyperplasia in colon tissue , Gastrointestinal system diseases , Health & Medicine , Khan Academy|2011-08-19T23:47:05Z|Videos about medicine and the healthcare system|C0frzmxc5KU
819|11|11|Colon dysplasia , Gastrointestinal system diseases , Health & Medicine , Khan Academy|2011-08-19T23:57:58Z|Videos about medicine and the healthcare system|CGrbnripinU
820|11|12|Cancerous colon tissue , Gastrointestinal system diseases , Health & Medicine , Khan Academy|2011-08-20T00:19:29Z|Videos about medicine and the healthcare system|KyJs9H0vzTM
821|11|13|Adequacy of the lateral cervical spine X-ray , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-08-22T17:53:42Z|Videos about medicine and the healthcare system|cbkTTluHaTw
822|11|14|Assessing alignment of the lateral cervical spine (neck) X-ray , Heatlh & Medicine , Khan Academy|2011-08-22T18:26:57Z|Videos about medicine and the healthcare system|PV5u5xskBKM
823|11|15|Cervical spine protection in airway management (not a substitute for formal training) , Khan Academy|2011-08-22T19:55:57Z|Videos about medicine and the healthcare system|DJY89_jC_ZY
824|11|16|Intro to the endocrine system , Health & Medicine , Khan Academy|2011-08-30T17:19:35Z|Videos about medicine and the healthcare system|f_Z1zsR9lFM
825|11|17|Bacterial meningitis , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-09-12T23:20:55Z|Videos about medicine and the healthcare system|CnXuSCaCNBo
826|11|18|Precocious puberty , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-09-12T23:23:41Z|Videos about medicine and the healthcare system|XhYQYVQq6K0
827|11|19|Childhood growth , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-09-12T23:40:44Z|Videos about medicine and the healthcare system|gF0aA-si89Y
828|11|20|Ritual of the bedside exam , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-09-12T23:43:31Z|Videos about medicine and the healthcare system|w2QVg9mezcY
829|11|21|Systemic thinking about cancer , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-10-03T18:40:48Z|Videos about medicine and the healthcare system|7zk0ubr_lzo
830|11|22|Vitamin C and the Limeys|2011-10-03T19:24:48Z|Videos about medicine and the healthcare system|Mp9II8MmuoA
831|11|23|Inflammation , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-10-03T23:55:26Z|Videos about medicine and the healthcare system|GZ6I3T1RAnQ
832|11|24|Blue Cross and Blue Shield , Health care system , Heatlh & Medicine , Khan Academy|2011-10-04T00:01:17Z|Videos about medicine and the healthcare system|S9xdJgPWO-w
833|11|25|Conversation about drug pricing , Health care system , Heatlh & Medicine , Khan Academy|2011-10-04T00:03:47Z|Videos about medicine and the healthcare system|8t-Un7yH99g
834|11|26|Health care costs in US vs Europe , Health care system , Heatlh & Medicine , Khan Academy|2011-10-04T00:06:05Z|Videos about medicine and the healthcare system|6YU9HVS2GT0
835|11|27|Healthcare system overview , Health care system , Heatlh & Medicine , Khan Academy|2011-08-30T19:10:08Z|Videos about medicine and the healthcare system|LMHxxvbzFqc
836|11|28|Paying doctors , Health care system , Heatlh & Medicine , Khan Academy|2011-08-30T18:56:27Z|Videos about medicine and the healthcare system|4J-dRA3MGc8
837|11|29|Medicare overview , Health care system , Heatlh & Medicine , Khan Academy|2011-10-31T19:21:31Z|Videos about medicine and the healthcare system|VpLKdKkpg68
838|12|1|Scale of earth and sun , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-16T21:56:57Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|GZx3U0dbASg
839|12|2|Scale of solar system , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-16T19:13:07Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|GP53b__h4ew
840|12|3|Scale of distance to closest stars , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-16T21:11:45Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|jEeJkkMXt6c
841|12|4|Scale of the galaxy , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-17T20:07:40Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|rcLnMe1ELPA
842|12|5|Intergalactic scale , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-18T01:51:12Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|JiE_kNk3ucI
843|12|6|Hubble image of galaxies , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-18T17:40:05Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|Wl4re38deh0
844|12|7|Big bang introduction , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-18T17:49:03Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|eUF59jCFcyQ
845|12|8|Radius of observable universe , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-18T19:35:11Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|6nVysrZQnOQ
846|12|9|Radius of observable universe (correction) , Cosmology & Astronomy , Khan Academy|2010-11-18T20:24:15Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|b6VQv76BQDs
847|12|10|Red shift , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-19T17:47:19Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|mx2M_ZKXM_c
848|12|11|Cosmic background radiation , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-23T16:56:21Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|sxbPwl_KRuA
849|12|12|Cosmic background radiation 2 , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-23T17:31:30Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|06z7Q8TWPyU
850|12|13|Cosmological time scale 1 , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-19T20:43:22Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|DRtLXagrMHw
851|12|14|Cosmological time scale 2 , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-19T22:43:07Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|LO7-3MpWijU
852|12|15|Four fundamental forces , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-22T17:08:25Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|FEF6PxWOvsk
853|12|16|Birth of stars , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-23T19:17:33Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|i-NNWI8Ccas
854|12|17|Becoming a red giant , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-23T21:38:09Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|kJSOqlcFpJw
855|12|18|White and black dwarfs , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-23T22:07:27Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|EdYyuUUY-nc
856|12|19|A Universe Smaller than the Observable|2010-11-19T00:01:15Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|0w9R_foNLrg
857|12|20|Star field and nebula images , Cosmology & Astronomy , Khan Academy|2010-11-23T23:36:11Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|w3IKEa_GOYs
858|12|21|Parallax in observing stars , Cosmology & Astronomy , Khan Academy|2010-11-24T17:48:31Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|ETzUpoqZIHY
859|12|22|Stellar parallax , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2011-07-11T19:59:16Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|omvNINaRdxg
860|12|23|Stellar distance using parallax , Cosmology & Astronomy , Khan Academy|2010-11-24T18:24:58Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|lVadjWOjvV8
861|12|24|Stellar parallax clarification , Cosmology & Astronomy , Khan Academy|2010-11-24T18:37:17Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|6FP-hLuAlr4
862|12|25|Parsec definition , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-24T19:15:46Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|6zV3JEjLoyE
863|12|26|Hubble's law , Scale of the universe , Cosmology & Astronomy , Khan Academy|2010-11-24T20:08:57Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|1V9wVmO0Tfg
864|12|27|Lifecycle of massive stars , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-29T18:48:50Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|UhIwMAhZpCo
865|12|28|Supernova (supernovae) , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-29T19:20:43Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|qOwCpnQsDLM
866|12|29|Supernova clarification , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-29T19:16:29Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|QMv4kxATfzs
867|12|30|Black holes , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-29T23:23:40Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|JoL2pO3O0rg
868|12|31|Cepheid variables 1 , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-30T00:15:24Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|BWs-ONRDDG4
869|12|32|Why cepheids pulsate , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-30T17:05:48Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|X_3QAB3o4Vw
870|12|33|Why gravity gets so strong near dense objects , Cosmology & Astronomy , Khan Academy|2010-11-30T18:02:18Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|RpOHZc6cDIw
871|12|34|Supermassive black holes , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-30T19:55:09Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|DxkkAHnqlpY
872|12|35|Quasars , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-30T20:37:37Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|4LmIyMyAuN0
873|12|36|Quasar correction , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-11-30T21:21:36Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|PX_XSnVWlNc
874|12|37|Galactic collisions , Stars, black holes and galaxies , Cosmology & Astronomy , Khan Academy|2010-12-01T00:07:43Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|QXYbGZ3T3_k
875|12|38|Earth formation , Life on earth and in the universe , Cosmology & Astronomy , Khan Academy|2011-01-20T17:46:54Z|"Videos attempting to grasp a little bit about our Universe (many of the topics associated with ""Big History"")"|VbNXh0GaLYo
